"VPID","APID","GENERIC_NAME","CHEMICAL_NAME","DESC"
"36564611000001104","28920911000001107","Doxycycline 40mg modified-release capsules","Doxycycline","Efracea 40mg modified-release capsules (Waymade Healthcare Plc)"
"12020411000001104","11971311000001105","Ciprofloxacin 45mg/5ml oral suspension","Ciprofloxacin","Ciprofloxacin 45mg/5ml oral suspension (Special Order)"
"12020511000001100","11972111000001103","Ciprofloxacin 500mg/5ml oral suspension","Ciprofloxacin","Ciprofloxacin 500mg/5ml oral suspension (Special Order)"
"12020611000001101","11972711000001102","Ciprofloxacin 50mg/5ml oral suspension","Ciprofloxacin","Ciprofloxacin 50mg/5ml oral suspension (Special Order)"
"12020711000001105","11973311000001106","Ciprofloxacin 60mg/5ml oral suspension","Ciprofloxacin","Ciprofloxacin 60mg/5ml oral suspension (Special Order)"
"12020811000001102","11973911000001107","Ciprofloxacin 75mg/5ml oral suspension","Ciprofloxacin","Ciprofloxacin 75mg/5ml oral suspension (Special Order)"
"12020911000001107","11974611000001103","Ciprofloxacin 80mg/5ml oral suspension","Ciprofloxacin","Ciprofloxacin 80mg/5ml oral suspension (Special Order)"
"12019511000001104","11975011000001109","Ciprofloxacin 100mg/5ml oral suspension","Ciprofloxacin","Ciprofloxacin 100mg/5ml oral suspension (Special Order)"
"12019611000001100","11975511000001101","Ciprofloxacin 125mg/5ml oral suspension","Ciprofloxacin","Ciprofloxacin 125mg/5ml oral suspension (Special Order)"
"12019711000001109","11976011000001100","Ciprofloxacin 150mg/5ml oral suspension","Ciprofloxacin","Ciprofloxacin 150mg/5ml oral suspension (Special Order)"
"12019811000001101","11976411000001109","Ciprofloxacin 165mg/5ml oral suspension","Ciprofloxacin","Ciprofloxacin 165mg/5ml oral suspension (Special Order)"
"12019911000001106","11977411000001106","Ciprofloxacin 170mg/5ml oral suspension","Ciprofloxacin","Ciprofloxacin 170mg/5ml oral suspension (Special Order)"
"12020011000001108","11978711000001104","Ciprofloxacin 175mg/5ml oral suspension","Ciprofloxacin","Ciprofloxacin 175mg/5ml oral suspension (Special Order)"
"12020111000001109","11979311000001109","Ciprofloxacin 20mg/5ml oral suspension","Ciprofloxacin","Ciprofloxacin 20mg/5ml oral suspension (Special Order)"
"12020211000001103","11980311000001109","Ciprofloxacin 375mg/5ml oral suspension","Ciprofloxacin","Ciprofloxacin 375mg/5ml oral suspension (Special Order)"
"12020311000001106","11980911000001105","Ciprofloxacin 40mg/5ml oral suspension","Ciprofloxacin","Ciprofloxacin 40mg/5ml oral suspension (Special Order)"
"11034311000001100","11028411000001100","Azithromycin 250mg tablets","Azithromycin","Azithromycin 250mg tablets (Teva UK Ltd)"
"11034311000001100","11252111000001104","Azithromycin 250mg tablets","Azithromycin","Azithromycin 250mg tablets (A A H Pharmaceuticals Ltd)"
"11034311000001100","13179811000001107","Azithromycin 250mg tablets","Azithromycin","Azithromycin 250mg tablets (Dowelhurst Ltd)"
"11034311000001100","15071411000001107","Azithromycin 250mg tablets","Azithromycin","Azithromycin 250mg tablets (Sigma Pharmaceuticals Plc)"
"11034311000001100","15472611000001108","Azithromycin 250mg tablets","Azithromycin","Azithromycin 250mg tablets (Alliance Healthcare (Distribution) Ltd)"
"11034311000001100","19474411000001107","Azithromycin 250mg tablets","Azithromycin","Azithromycin 250mg tablets (Viatris UK Healthcare Ltd)"
"11034311000001100","19544211000001102","Azithromycin 250mg tablets","Azithromycin","Azithromycin 250mg tablets (Aspire Pharma Ltd)"
"11034311000001100","19707011000001108","Azithromycin 250mg tablets","Azithromycin","Azithromycin 250mg tablets (DE Pharmaceuticals)"
"11034311000001100","20282311000001102","Azithromycin 250mg tablets","Azithromycin","Azithromycin 250mg tablets (Sandoz Ltd)"
"11034311000001100","20942811000001100","Azithromycin 250mg tablets","Azithromycin","Azithromycin 250mg tablets (Actavis UK Ltd)"
"11034311000001100","22202911000001107","Azithromycin 250mg tablets","Azithromycin","Azithromycin 250mg tablets (Phoenix Healthcare Distribution Ltd)"
"11034311000001100","29998311000001103","Azithromycin 250mg tablets","Azithromycin","Azithromycin 250mg tablets (Mawdsley-Brooks & Company Ltd)"
"11034311000001100","32395711000001105","Azithromycin 250mg tablets","Azithromycin","Azithromycin 250mg tablets (Kent Pharma (UK) Ltd)"
"11034311000001100","34642111000001107","Azithromycin 250mg tablets","Azithromycin","Azithromycin 250mg tablets (Almus Pharmaceuticals Ltd)"
"11034311000001100","36445611000001104","Azithromycin 250mg tablets","Azithromycin","Azithromycin 250mg tablets (Crescent Pharma Ltd)"
"11034311000001100","36907711000001108","Azithromycin 250mg tablets","Azithromycin","Azithromycin 250mg tablets (Somex Pharma)"
"11034311000001100","38006711000001105","Azithromycin 250mg tablets","Azithromycin","Azithromycin 250mg tablets (Accord-UK Ltd)"
"11034311000001100","38710311000001108","Azithromycin 250mg tablets","Azithromycin","Azithromycin 250mg tablets (Milpharm Ltd)"
"11034311000001100","38803811000001105","Azithromycin 250mg tablets","Azithromycin","Azithromycin 250mg tablets (Medihealth (Northern) Ltd)"
"9742311000001103","9739611000001100","Clarithromycin 125mg granules straws","Clarithromycin","Clarosip 125mg granules for oral suspension straws (Grunenthal Ltd)"
"9742411000001105","9739911000001106","Clarithromycin 187.5mg granules straws","Clarithromycin","Clarosip 187.5mg granules for oral suspension straws (Grunenthal Ltd)"
"9742511000001109","9740211000001105","Clarithromycin 250mg granules straws","Clarithromycin","Clarosip 250mg granules for oral suspension straws (Grunenthal Ltd)"
"8485211000001101","8458111000001109","Doxycycline 50mg/5ml oral solution","Doxycycline","Doxycycline 50mg/5ml oral solution (Special Order)"
"8485311000001109","8459211000001108","Doxycycline 50mg/5ml oral suspension","Doxycycline","Doxycycline 50mg/5ml oral suspension (Drug Tariff Special Order)"
"7322211000001104","7320111000001106","Co-amoxiclav 125mg/31mg/5ml oral suspension","Co-amoxiclav","Co-amoxiclav 125mg/31mg/5ml oral suspension (Viatris UK Healthcare Ltd)"
"7322211000001104","13613111000001106","Co-amoxiclav 125mg/31mg/5ml oral suspension","Co-amoxiclav","Co-amoxiclav 125mg/31mg/5ml oral suspension (A A H Pharmaceuticals Ltd)"
"7322211000001104","22008011000001104","Co-amoxiclav 125mg/31mg/5ml oral suspension","Co-amoxiclav","Co-amoxiclav 125mg/31mg/5ml oral suspension (Waymade Healthcare Plc)"
"7322211000001104","23939811000001105","Co-amoxiclav 125mg/31mg/5ml oral suspension","Co-amoxiclav","Co-amoxiclav 125mg/31mg/5ml oral suspension (DE Pharmaceuticals)"
"7322211000001104","24026411000001105","Co-amoxiclav 125mg/31mg/5ml oral suspension","Co-amoxiclav","Co-amoxiclav 125mg/31mg/5ml oral suspension (CST Pharma Ltd)"
"7322211000001104","24520711000001100","Co-amoxiclav 125mg/31mg/5ml oral suspension","Co-amoxiclav","Co-amoxiclav 125mg/31mg/5ml oral suspension (Mawdsley-Brooks & Company Ltd)"
"7322211000001104","28123611000001108","Co-amoxiclav 125mg/31mg/5ml oral suspension","Co-amoxiclav","Co-amoxiclav 125mg/31mg/5ml oral suspension (Pharma-z Ltd)"
"7322211000001104","29794511000001109","Co-amoxiclav 125mg/31mg/5ml oral suspension","Co-amoxiclav","Co-amoxiclav 125mg/31mg/5ml oral suspension (Sigma Pharmaceuticals Plc)"
"7322211000001104","31989511000001109","Co-amoxiclav 125mg/31mg/5ml oral suspension","Co-amoxiclav","Co-amoxiclav 125mg/31mg/5ml oral suspension (Ennogen Healthcare Ltd)"
"7322211000001104","38848811000001105","Co-amoxiclav 125mg/31mg/5ml oral suspension","Co-amoxiclav","Co-amoxiclav 125mg/31mg/5ml oral suspension (Medihealth (Northern) Ltd)"
"7322311000001107","7320411000001101","Co-amoxiclav 250mg/62mg/5ml oral suspension","Co-amoxiclav","Co-amoxiclav 250mg/62mg/5ml oral suspension (Viatris UK Healthcare Ltd)"
"7322311000001107","11528611000001104","Co-amoxiclav 250mg/62mg/5ml oral suspension","Co-amoxiclav","Co-amoxiclav 250mg/62mg/5ml oral suspension (A A H Pharmaceuticals Ltd)"
"7322311000001107","22008411000001108","Co-amoxiclav 250mg/62mg/5ml oral suspension","Co-amoxiclav","Co-amoxiclav 250mg/62mg/5ml oral suspension (Waymade Healthcare Plc)"
"7322311000001107","23940311000001109","Co-amoxiclav 250mg/62mg/5ml oral suspension","Co-amoxiclav","Co-amoxiclav 250mg/62mg/5ml oral suspension (DE Pharmaceuticals)"
"7322311000001107","24026611000001108","Co-amoxiclav 250mg/62mg/5ml oral suspension","Co-amoxiclav","Co-amoxiclav 250mg/62mg/5ml oral suspension (CST Pharma Ltd)"
"7322311000001107","24520911000001103","Co-amoxiclav 250mg/62mg/5ml oral suspension","Co-amoxiclav","Co-amoxiclav 250mg/62mg/5ml oral suspension (Mawdsley-Brooks & Company Ltd)"
"7322311000001107","28123911000001102","Co-amoxiclav 250mg/62mg/5ml oral suspension","Co-amoxiclav","Co-amoxiclav 250mg/62mg/5ml oral suspension (Pharma-z Ltd)"
"7322311000001107","29794711000001104","Co-amoxiclav 250mg/62mg/5ml oral suspension","Co-amoxiclav","Co-amoxiclav 250mg/62mg/5ml oral suspension (Sigma Pharmaceuticals Plc)"
"7322311000001107","31989811000001107","Co-amoxiclav 250mg/62mg/5ml oral suspension","Co-amoxiclav","Co-amoxiclav 250mg/62mg/5ml oral suspension (Ennogen Healthcare Ltd)"
"7322311000001107","38849111000001105","Co-amoxiclav 250mg/62mg/5ml oral suspension","Co-amoxiclav","Co-amoxiclav 250mg/62mg/5ml oral suspension (Medihealth (Northern) Ltd)"
"4977911000001105","4973711000001103","Clarithromycin 125mg granules sachets","Clarithromycin","Klaricid Paediatric 125mg granules sachets (Abbott Laboratories Ltd)"
"4865011000001104","4861711000001104","Cefalexin 125mg/5ml oral suspension sugar free","Cefalexin","Cefalexin 125mg/5ml oral suspension sugar free (Teva UK Ltd)"
"4865011000001104","11267111000001105","Cefalexin 125mg/5ml oral suspension sugar free","Cefalexin","Cefalexin 125mg/5ml oral suspension sugar free (PLIVA Pharma Ltd)"
"4865011000001104","19188211000001106","Cefalexin 125mg/5ml oral suspension sugar free","Cefalexin","Cefalexin 125mg/5ml oral suspension sugar free (Milpharm Ltd)"
"4865011000001104","35210711000001106","Cefalexin 125mg/5ml oral suspension sugar free","Cefalexin","Cefalexin 125mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd)"
"4865011000001104","35227111000001103","Cefalexin 125mg/5ml oral suspension sugar free","Cefalexin","Cefalexin 125mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd)"
"4515811000001108","4514011000001101","Cefalexin 250mg/5ml oral suspension sugar free","Cefalexin","Cefalexin 250mg/5ml oral suspension sugar free (Teva UK Ltd)"
"4515811000001108","11267311000001107","Cefalexin 250mg/5ml oral suspension sugar free","Cefalexin","Cefalexin 250mg/5ml oral suspension sugar free (PLIVA Pharma Ltd)"
"4515811000001108","19188411000001105","Cefalexin 250mg/5ml oral suspension sugar free","Cefalexin","Cefalexin 250mg/5ml oral suspension sugar free (Milpharm Ltd)"
"4515811000001108","35210911000001108","Cefalexin 250mg/5ml oral suspension sugar free","Cefalexin","Cefalexin 250mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd)"
"4515811000001108","35215211000001108","Cefalexin 250mg/5ml oral suspension sugar free","Cefalexin","Cefalexin 250mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd)"
"41952411000001107","4360711000001109","Moxifloxacin 400mg tablets","Moxifloxacin","Avelox 400mg tablets (Bayer Plc)"
"41952411000001107","15883711000001107","Moxifloxacin 400mg tablets","Moxifloxacin","Avelox 400mg tablets (Waymade Healthcare Plc)"
"41952411000001107","16274911000001105","Moxifloxacin 400mg tablets","Moxifloxacin","Avelox 400mg tablets (Mawdsley-Brooks & Company Ltd)"
"41952411000001107","17533611000001107","Moxifloxacin 400mg tablets","Moxifloxacin","Avelox 400mg tablets (Sigma Pharmaceuticals Plc)"
"41952411000001107","18545811000001102","Moxifloxacin 400mg tablets","Moxifloxacin","Avelox 400mg tablets (DE Pharmaceuticals)"
"41952411000001107","24673211000001107","Moxifloxacin 400mg tablets","Moxifloxacin","Moxifloxacin 400mg tablets (Teva UK Ltd)"
"41952411000001107","24683911000001108","Moxifloxacin 400mg tablets","Moxifloxacin","Moxifloxacin 400mg tablets (Accord-UK Ltd)"
"41952411000001107","24775911000001105","Moxifloxacin 400mg tablets","Moxifloxacin","Moxifloxacin 400mg tablets (Alliance Healthcare (Distribution) Ltd)"
"41952411000001107","24919311000001109","Moxifloxacin 400mg tablets","Moxifloxacin","Moxifloxacin 400mg tablets (A A H Pharmaceuticals Ltd)"
"41952411000001107","28697411000001107","Moxifloxacin 400mg tablets","Moxifloxacin","Moxifloxacin 400mg tablets (Rivopharm (UK) Ltd)"
"41952411000001107","29927511000001104","Moxifloxacin 400mg tablets","Moxifloxacin","Moxifloxacin 400mg tablets (Sigma Pharmaceuticals Plc)"
"41952411000001107","30834211000001104","Moxifloxacin 400mg tablets","Moxifloxacin","Moxifloxacin 400mg tablets (Mawdsley-Brooks & Company Ltd)"
"41952411000001107","37453311000001107","Moxifloxacin 400mg tablets","Moxifloxacin","Moxifloxacin 400mg tablets (DE Pharmaceuticals)"
"41952411000001107","38618511000001108","Moxifloxacin 400mg tablets","Moxifloxacin","Moxifloxacin 400mg tablets (Brown & Burk UK Ltd)"
"41952411000001107","39049711000001105","Moxifloxacin 400mg tablets","Moxifloxacin","Moxifloxacin 400mg tablets (Medihealth (Northern) Ltd)"
"41952411000001107","39489811000001102","Moxifloxacin 400mg tablets","Moxifloxacin","Moxifloxacin 400mg tablets (Tillomed Laboratories Ltd)"
"41948511000001105","3959411000001106","Doxycycline 20mg tablets","Doxycycline","Periostat 20mg tablets (Alliance Pharmaceuticals Ltd)"
"41760211000001107","3492511000001109","Ciprofloxacin 250mg/5ml oral suspension","Ciprofloxacin","Ciproxin 250mg/5ml oral suspension (Bayer Plc)"
"41760211000001107","23930811000001101","Ciprofloxacin 250mg/5ml oral suspension","Ciprofloxacin","Ciproxin 250mg/5ml oral suspension (Waymade Healthcare Plc)"
"41760211000001107","30267711000001102","Ciprofloxacin 250mg/5ml oral suspension","Ciprofloxacin","Ciproxin 250mg/5ml oral suspension (Lexon (UK) Ltd)"
"41760211000001107","37503511000001101","Ciprofloxacin 250mg/5ml oral suspension","Ciprofloxacin","Ciproxin 250mg/5ml oral suspension (Mawdsley-Brooks & Company Ltd)"
"41760211000001107","38125211000001109","Ciprofloxacin 250mg/5ml oral suspension","Ciprofloxacin","Ciproxin 250mg/5ml oral suspension (DE Pharmaceuticals)"
"36134511000001102","3466111000001104","Cefradine 250mg/5ml oral solution","Cefradine","Velosef 250mg/5ml syrup (Bristol-Myers Squibb Pharmaceuticals Ltd)"
"36134311000001108","3234011000001103","Cefalexin 500mg/5ml oral suspension","Cefalexin","Ceporex 500mg/5ml syrup (Strides Pharma UK Ltd)"
"36134311000001108","8825611000001100","Cefalexin 500mg/5ml oral suspension","Cefalexin","Cefalexin 500mg/5ml oral suspension (Kent Pharma (UK) Ltd)"
"36134311000001108","15074311000001102","Cefalexin 500mg/5ml oral suspension","Cefalexin","Cefalexin 500mg/5ml oral suspension (Sigma Pharmaceuticals Plc)"
"36134311000001108","21825911000001102","Cefalexin 500mg/5ml oral suspension","Cefalexin","Cefalexin 500mg/5ml oral suspension (Waymade Healthcare Plc)"
"36134311000001108","30769411000001109","Cefalexin 500mg/5ml oral suspension","Cefalexin","Cefalexin 500mg/5ml oral suspension (Ennogen Healthcare Ltd)"
"36134311000001108","31565211000001103","Cefalexin 500mg/5ml oral suspension","Cefalexin","Cefalexin 500mg/5ml oral suspension (J M McGill Ltd)"
"36134311000001108","32202211000001102","Cefalexin 500mg/5ml oral suspension","Cefalexin","Cefalexin 500mg/5ml oral suspension (Niche Pharma Ltd)"
"35902111000001107","3241411000001109","Amoxicillin 3g oral powder sachets sugar free","Amoxicillin","Amoxicillin 3g oral powder sachets sugar free (A A H Pharmaceuticals Ltd)"
"35902111000001107","3243311000001101","Amoxicillin 3g oral powder sachets sugar free","Amoxicillin","Amoxil 3g oral powder sachets sucrose free (GlaxoSmithKline UK Ltd)"
"35902111000001107","3243811000001105","Amoxicillin 3g oral powder sachets sugar free","Amoxicillin","Amoxicillin 3g oral powder sachets sugar free (Teva UK Ltd)"
"35902111000001107","3246011000001107","Amoxicillin 3g oral powder sachets sugar free","Amoxicillin","Amoxicillin 3g oral powder sachets sugar free (Kent Pharma (UK) Ltd)"
"35902111000001107","3246511000001104","Amoxicillin 3g oral powder sachets sugar free","Amoxicillin","Amoxicillin 3g oral powder sachets sugar free (Alliance Healthcare (Distribution) Ltd)"
"35902111000001107","13111711000001105","Amoxicillin 3g oral powder sachets sugar free","Amoxicillin","Amoxicillin 3g oral powder sachets sugar free (Dowelhurst Ltd)"
"35902111000001107","18081411000001108","Amoxicillin 3g oral powder sachets sugar free","Amoxicillin","Amoxicillin 3g oral powder sachets sugar free (Phoenix Healthcare Distribution Ltd)"
"35902111000001107","21766011000001101","Amoxicillin 3g oral powder sachets sugar free","Amoxicillin","Amoxicillin 3g oral powder sachets sugar free (Waymade Healthcare Plc)"
"35902111000001107","22609211000001108","Amoxicillin 3g oral powder sachets sugar free","Amoxicillin","Amoxicillin 3g oral powder sachets sugar free (DE Pharmaceuticals)"
"35902111000001107","29765411000001108","Amoxicillin 3g oral powder sachets sugar free","Amoxicillin","Amoxicillin 3g oral powder sachets sugar free (Sigma Pharmaceuticals Plc)"
"35902111000001107","29993711000001105","Amoxicillin 3g oral powder sachets sugar free","Amoxicillin","Amoxicillin 3g oral powder sachets sugar free (Mawdsley-Brooks & Company Ltd)"
"35902111000001107","32496011000001107","Amoxicillin 3g oral powder sachets sugar free","Amoxicillin","Amoxicillin 3g oral powder sachets sugar free (Brown & Burk UK Ltd)"
"35902111000001107","38788311000001108","Amoxicillin 3g oral powder sachets sugar free","Amoxicillin","Amoxicillin 3g oral powder sachets sugar free (Medihealth (Northern) Ltd)"
"41945711000001107","3253511000001109","Cefuroxime 125mg granules sachets","Cefuroxime","Zinnat Suspension 125mg granules sachets (GlaxoSmithKline UK Ltd)"
"41946211000001106","3253811000001107","Clarithromycin 250mg granules sachets","Clarithromycin","Klaricid Adult 250mg granules sachets (Viatris UK Healthcare Ltd)"
"36134411000001101","3184511000001101","Cefixime 100mg/5ml oral suspension","Cefixime","Suprax Paediatric 100mg/5ml oral suspension (Sanofi)"
"39697411000001109","3077511000001109","Levofloxacin 250mg tablets","Levofloxacin","Tavanic 250mg tablets (Sanofi)"
"39697411000001109","16263011000001100","Levofloxacin 250mg tablets","Levofloxacin","Tavanic 250mg tablets (Lexon (UK) Ltd)"
"39697411000001109","17458711000001102","Levofloxacin 250mg tablets","Levofloxacin","Tavanic 250mg tablets (Mawdsley-Brooks & Company Ltd)"
"39697411000001109","18616011000001101","Levofloxacin 250mg tablets","Levofloxacin","Tavanic 250mg tablets (DE Pharmaceuticals)"
"39697411000001109","19178611000001101","Levofloxacin 250mg tablets","Levofloxacin","Levofloxacin 250mg tablets (Teva UK Ltd)"
"39697411000001109","19296611000001109","Levofloxacin 250mg tablets","Levofloxacin","Levofloxacin 250mg tablets (Actavis UK Ltd)"
"39697411000001109","19358511000001107","Levofloxacin 250mg tablets","Levofloxacin","Levofloxacin 250mg tablets (Alliance Healthcare (Distribution) Ltd)"
"39697411000001109","19359511000001101","Levofloxacin 250mg tablets","Levofloxacin","Levofloxacin 250mg tablets (A A H Pharmaceuticals Ltd)"
"39697411000001109","19374111000001107","Levofloxacin 250mg tablets","Levofloxacin","Evoxil 250mg tablets (Kent Pharma (UK) Ltd)"
"39697411000001109","19511711000001100","Levofloxacin 250mg tablets","Levofloxacin","Levofloxacin 250mg tablets (Dr Reddy's Laboratories (UK) Ltd)"
"39697411000001109","19837211000001109","Levofloxacin 250mg tablets","Levofloxacin","Levofloxacin 250mg tablets (Viatris UK Healthcare Ltd)"
"39697411000001109","21285711000001101","Levofloxacin 250mg tablets","Levofloxacin","Levofloxacin 250mg tablets (Accord-UK Ltd)"
"39697411000001109","22070311000001106","Levofloxacin 250mg tablets","Levofloxacin","Levofloxacin 250mg tablets (Waymade Healthcare Plc)"
"39697411000001109","24366211000001103","Levofloxacin 250mg tablets","Levofloxacin","Levofloxacin 250mg tablets (DE Pharmaceuticals)"
"39697411000001109","29673211000001106","Levofloxacin 250mg tablets","Levofloxacin","Levofloxacin 250mg tablets (Macleods Pharma UK Ltd)"
"39697411000001109","29889711000001104","Levofloxacin 250mg tablets","Levofloxacin","Levofloxacin 250mg tablets (Sigma Pharmaceuticals Plc)"
"39697411000001109","37098711000001101","Levofloxacin 250mg tablets","Levofloxacin","Levofloxacin 250mg tablets (Mawdsley-Brooks & Company Ltd)"
"39697411000001109","39891911000001101","Levofloxacin 250mg tablets","Levofloxacin","Levofloxacin 250mg tablets (Ipca Laboratories UK Ltd)"
"39697411000001109","40324511000001100","Levofloxacin 250mg tablets","Levofloxacin","Levofloxacin 250mg tablets (Medihealth (Northern) Ltd)"
"41951211000001101","3078311000001102","Levofloxacin 500mg tablets","Levofloxacin","Tavanic 500mg tablets (Sanofi)"
"41951211000001101","5417711000001109","Levofloxacin 500mg tablets","Levofloxacin","Tavanic 500mg tablets (Waymade Healthcare Plc)"
"41951211000001101","5585911000001107","Levofloxacin 500mg tablets","Levofloxacin","Tavanic 500mg tablets (Dowelhurst Ltd)"
"41951211000001101","13984011000001105","Levofloxacin 500mg tablets","Levofloxacin","Tavanic 500mg tablets (DE Pharmaceuticals)"
"41951211000001101","14624011000001100","Levofloxacin 500mg tablets","Levofloxacin","Tavanic 500mg tablets (Sigma Pharmaceuticals Plc)"
"41951211000001101","16263311000001102","Levofloxacin 500mg tablets","Levofloxacin","Tavanic 500mg tablets (Lexon (UK) Ltd)"
"41951211000001101","17459011000001109","Levofloxacin 500mg tablets","Levofloxacin","Tavanic 500mg tablets (Mawdsley-Brooks & Company Ltd)"
"41951211000001101","19178911000001107","Levofloxacin 500mg tablets","Levofloxacin","Levofloxacin 500mg tablets (Teva UK Ltd)"
"41951211000001101","19298011000001103","Levofloxacin 500mg tablets","Levofloxacin","Levofloxacin 500mg tablets (Actavis UK Ltd)"
"41951211000001101","19359211000001104","Levofloxacin 500mg tablets","Levofloxacin","Levofloxacin 500mg tablets (Alliance Healthcare (Distribution) Ltd)"
"41951211000001101","19359911000001108","Levofloxacin 500mg tablets","Levofloxacin","Levofloxacin 500mg tablets (A A H Pharmaceuticals Ltd)"
"41951211000001101","19512011000001105","Levofloxacin 500mg tablets","Levofloxacin","Levofloxacin 500mg tablets (Dr Reddy's Laboratories (UK) Ltd)"
"41951211000001101","19837511000001107","Levofloxacin 500mg tablets","Levofloxacin","Levofloxacin 500mg tablets (Viatris UK Healthcare Ltd)"
"41951211000001101","21286011000001107","Levofloxacin 500mg tablets","Levofloxacin","Levofloxacin 500mg tablets (Accord-UK Ltd)"
"41951211000001101","22070611000001101","Levofloxacin 500mg tablets","Levofloxacin","Levofloxacin 500mg tablets (Waymade Healthcare Plc)"
"41951211000001101","24366511000001100","Levofloxacin 500mg tablets","Levofloxacin","Levofloxacin 500mg tablets (DE Pharmaceuticals)"
"41951211000001101","28922411000001103","Levofloxacin 500mg tablets","Levofloxacin","Evoxil 500mg tablets (Kent Pharma (UK) Ltd)"
"41951211000001101","29673511000001109","Levofloxacin 500mg tablets","Levofloxacin","Levofloxacin 500mg tablets (Macleods Pharma UK Ltd)"
"41951211000001101","29890211000001100","Levofloxacin 500mg tablets","Levofloxacin","Levofloxacin 500mg tablets (Sigma Pharmaceuticals Plc)"
"41951211000001101","30220211000001100","Levofloxacin 500mg tablets","Levofloxacin","Levofloxacin 500mg tablets (Mawdsley-Brooks & Company Ltd)"
"41951211000001101","39015311000001102","Levofloxacin 500mg tablets","Levofloxacin","Levofloxacin 500mg tablets (Medihealth (Northern) Ltd)"
"41951211000001101","39892211000001103","Levofloxacin 500mg tablets","Levofloxacin","Levofloxacin 500mg tablets (Ipca Laboratories UK Ltd)"
"39710311000001106","2847211000001103","Doxycycline 100mg dispersible tablets sugar free","Doxycycline","Vibramycin-D 100mg dispersible tablets (Pfizer Ltd)"
"39710311000001106","5622111000001100","Doxycycline 100mg dispersible tablets sugar free","Doxycycline","Vibramycin-D 100mg dispersible tablets (Dowelhurst Ltd)"
"39710311000001106","13970711000001108","Doxycycline 100mg dispersible tablets sugar free","Doxycycline","Vibramycin-D 100mg dispersible tablets (DE Pharmaceuticals)"
"39710311000001106","14758011000001101","Doxycycline 100mg dispersible tablets sugar free","Doxycycline","Vibramycin-D 100mg dispersible tablets (Sigma Pharmaceuticals Plc)"
