"VPID","APID","GENERIC_NAME","CHEMICAL_NAME","DESC"
"10075611000001101","10073011000001107","Salmeterol 25micrograms/dose inhaler CFC free","Salmeterol","Serevent 25micrograms/dose Evohaler (GlaxoSmithKline UK Ltd)"
"10075611000001101","10847711000001102","Salmeterol 25micrograms/dose inhaler CFC free","Salmeterol","Serevent 25micrograms/dose Evohaler (Waymade Healthcare Plc)"
"10075611000001101","13203711000001107","Salmeterol 25micrograms/dose inhaler CFC free","Salmeterol","Serevent 25micrograms/dose Evohaler (Dowelhurst Ltd)"
"10075611000001101","14706211000001101","Salmeterol 25micrograms/dose inhaler CFC free","Salmeterol","Serevent 25micrograms/dose Evohaler (Sigma Pharmaceuticals Plc)"
"10075611000001101","16241711000001109","Salmeterol 25micrograms/dose inhaler CFC free","Salmeterol","Serevent 25micrograms/dose Evohaler (Lexon (UK) Ltd)"
"10075611000001101","17441311000001105","Salmeterol 25micrograms/dose inhaler CFC free","Salmeterol","Serevent 25micrograms/dose Evohaler (Mawdsley-Brooks & Company Ltd)"
"10075611000001101","18186311000001104","Salmeterol 25micrograms/dose inhaler CFC free","Salmeterol","Serevent 25micrograms/dose Evohaler (Necessity Supplies Ltd)"
"10075611000001101","18611611000001101","Salmeterol 25micrograms/dose inhaler CFC free","Salmeterol","Serevent 25micrograms/dose Evohaler (DE Pharmaceuticals)"
"10075611000001101","19562111000001107","Salmeterol 25micrograms/dose inhaler CFC free","Salmeterol","Neovent 25micrograms/dose inhaler CFC free (Teva UK Ltd)"
"10075611000001101","19568411000001100","Salmeterol 25micrograms/dose inhaler CFC free","Salmeterol","Neovent 25micrograms/dose inhaler CFC free (Kent Pharma (UK) Ltd)"
"10075611000001101","22650111000001100","Salmeterol 25micrograms/dose inhaler CFC free","Salmeterol","Vertine 25micrograms/dose inhaler CFC free (Teva UK Ltd)"
"10075611000001101","33561211000001109","Salmeterol 25micrograms/dose inhaler CFC free","Salmeterol","Soltel 25micrograms/dose inhaler CFC free (Cipla EU Ltd)"
"10075611000001101","42266511000001101","Salmeterol 25micrograms/dose inhaler CFC free","Salmeterol","Serevent 25micrograms/dose Evohaler (Pilsco Ltd)"
"10075611000001101","42342411000001101","Salmeterol 25micrograms/dose inhaler CFC free","Salmeterol","Serevent 25micrograms/dose Evohaler (CST Pharma Ltd)"
"35938011000001101","3082411000001100","Salmeterol 50microgram inhalation powder blisters","Salmeterol","Serevent 50microgram disks (GlaxoSmithKline UK Ltd)"
"35938011000001101","5321611000001109","Salmeterol 50microgram inhalation powder blisters","Salmeterol","Serevent 50microgram disks (Dowelhurst Ltd)"
"35937811000001108","3084011000001103","Salmeterol 50microgram inhalation powder blisters with device","Salmeterol","Serevent 50microgram disks with Diskhaler (GlaxoSmithKline UK Ltd)"
"35937811000001108","5321111000001101","Salmeterol 50microgram inhalation powder blisters with device","Salmeterol","Serevent 50microgram disks with Diskhaler (Dowelhurst Ltd)"
"35937811000001108","5323811000001107","Salmeterol 50microgram inhalation powder blisters with device","Salmeterol","Salmeterol 50microgram Diskhaler (Dowelhurst Ltd)"
"39113211000001104","3380111000001107","Salmeterol 50micrograms/dose dry powder inhaler","Salmeterol","Serevent 50micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd)"
"39113211000001104","5276511000001107","Salmeterol 50micrograms/dose dry powder inhaler","Salmeterol","Serevent 50micrograms/dose Accuhaler (Waymade Healthcare Plc)"
"39113211000001104","5320611000001104","Salmeterol 50micrograms/dose dry powder inhaler","Salmeterol","Serevent 50micrograms/dose Accuhaler (Dowelhurst Ltd)"
"39113211000001104","13997811000001107","Salmeterol 50micrograms/dose dry powder inhaler","Salmeterol","Serevent 50micrograms/dose Accuhaler (DE Pharmaceuticals)"
"39113211000001104","14706011000001106","Salmeterol 50micrograms/dose dry powder inhaler","Salmeterol","Serevent 50micrograms/dose Accuhaler (Sigma Pharmaceuticals Plc)"
"39113211000001104","16241911000001106","Salmeterol 50micrograms/dose dry powder inhaler","Salmeterol","Serevent 50micrograms/dose Accuhaler (Lexon (UK) Ltd)"
"39113211000001104","17441111000001108","Salmeterol 50micrograms/dose dry powder inhaler","Salmeterol","Serevent 50micrograms/dose Accuhaler (Mawdsley-Brooks & Company Ltd)"
"39113211000001104","18186011000001102","Salmeterol 50micrograms/dose dry powder inhaler","Salmeterol","Serevent 50micrograms/dose Accuhaler (Necessity Supplies Ltd)"
"39113211000001104","36895211000001101","Salmeterol 50micrograms/dose dry powder inhaler","Salmeterol","Serevent 50micrograms/dose Accuhaler (Originalis B.V.)"
"39113211000001104","37415511000001109","Salmeterol 50micrograms/dose dry powder inhaler","Salmeterol","Serevent 50micrograms/dose Accuhaler (CST Pharma Ltd)"
"39113211000001104","37702811000001107","Salmeterol 50micrograms/dose dry powder inhaler","Salmeterol","Serevent 50micrograms/dose Accuhaler (Pilsco Ltd)"
